dense N-FOLD AVERAGE :
,precision, recall, f1, support
0,0.68,0.64,0.66,305
2,0.93,0.94,0.93,1520
avg_micro,0.89,0.89,0.89,None
avg_macro,0.81,0.79,0.80,None

 HELDOUT :
,precision, recall, f1, support
0,0.70,0.79,0.74,109
2,0.95,0.93,0.94,500
avg_micro,0.90,0.90,0.90,None
avg_macro,0.83,0.86,0.84,None

dense N-FOLD AVERAGE :
,precision, recall, f1, support
0,0.66,0.61,0.64,305
2,0.92,0.94,0.93,1520
avg_micro,0.88,0.88,0.88,None
avg_macro,0.79,0.77,0.78,None

 HELDOUT :
,precision, recall, f1, support
0,0.70,0.83,0.76,109
2,0.96,0.92,0.94,500
avg_micro,0.91,0.91,0.91,None
avg_macro,0.83,0.88,0.85,None

