id,class
572340476503724032,0
572334712804384768,0
572332655397629952,0
575949086055997440,0
551659627872415744,0
551763146877452288,0
551768543277355009,0
551769061055811584,0
551769698917167104,0
551779988567891969,0
551783732466577408,0
551787027725705216,0
551787273256050688,0
551787717168619521,0
551796768623435776,0
551797843472556032,0
551798472827883520,0
551799120080293888,0
551804052606967810,0
551807282153934848,0
551812016768172032,0
551935344644349952,0
551935446427504640,0
551984700764332032,0
552131027590586368,0
552132765592727553,0
552133306553073665,0
552178267927883776,0
552242912487305218,0
552243885196734464,0
552245992721252352,0
552246388025982976,0
552247283438587905,0
552247950039326720,0
552248563330482176,0
552252662381432832,0
552253146970337280,0
552253495328247809,0
552253987701788672,0
552254351754817536,0
552254776218365953,0
552255235863756800,0
552255665301749760,0
552256116952805376,0
552256504485527554,0
552256837819449344,0
552257230037213184,0
552257644853862400,0
552257867932106752,0
552258072148582400,0
552258490316492800,0
552258840889028608,0
552259230208499712,0
552259592634114048,0
552260022130864128,0
552260502777102336,0
552261139837370368,0
552261703241453569,0
552262508711399425,0
552266284344553472,0
552302969283436545,0
552304521637285889,0
552309137896640515,0
552310296652828673,0
552311142539079680,0
552311743998070785,0
552313304358846464,0
552313552154157057,0
552332311858262016,0
552336365854412801,0
552346465520349184,0
552351551688564736,0
552352216376692736,0
552352897149976576,0
552487055553757187,0
552524577163988992,0
552525214996004866,0
552526460876242946,0
552526654699237379,0
552527064159768576,0
552527629195427840,0
552528092691181572,0
552530221073969156,0
552530506756423680,0
552530948496318468,0
552531880466456576,0
552532181038686208,0
552532522782171136,0
552532883630723072,0
552533207426797568,0
552533544564953094,0
552533736789913600,0
552534024334614528,0
552534253976969216,0
552535646196494338,0
552535998723547137,0
552553410218557440,0
552554260957634560,0
552554758809321473,0
552555113366446080,0
552557234681430016,0
552557686592516096,0
552558144845406208,0
552558562564534273,0
552558873458913280,0
552559358643417088,0
552559570917134336,0
552567397941796864,0
552567745301454848,0
552567939669716993,0
552568185355239426,0
552568707244118017,0
552568932436295682,0
552569179791187968,0
552569711079485441,0
552578641826029568,0
552579242706235392,0
552599309535834112,0
552602629730078721,0
552602854469275648,0
552603067472814080,0
552603232053100544,0
552603982170820609,0
552604209787318272,0
552604397218193408,0
552605492120272897,0
552605945138642944,0
552606096037126144,0
552607578543243264,0
552607836874604545,0
552621472418889728,0
552691455270338560,0
552691920737419264,0
552692226477019136,0
552692520757772288,0
552702190243315712,0
552703090038947840,0
552704371981824001,0
552704511098503168,0
552709319763173378,0
552710730945159169,0
552711982911324160,0
552712056403918848,0
552713711048486912,0
552714793791270913,0
552832003603984384,0
552833335119335424,0
552834919831830528,0
552852341120970752,0
552852730327203841,0
552853286500306944,0
552854101755559936,0
552855374492360705,0
552856083644305409,0
552856915353825283,0
552857451671060480,0
552862070061142016,0
552864417050681344,0
552871996082487297,0
552872508995555330,0
552872849342349312,0
552884719394648064,0
552886368842436609,0
552887101499256832,0
552887374858825729,0
552888346767159297,0
552889003989413888,0
552923665952546816,0
552926572752011265,0
552926619426238464,0
552935798459207680,0
552944864581529601,0
552945098904727552,0
553005445980225536,0
553005887988588544,0
553006564466888704,0
553006745778257921,0
553008281812078592,0
553008477916782592,0
553009209084620800,0
553010256662392832,0
553011006297739264,0
553011393109041152,0
553011893489512448,0
553015187565854720,0
553015844842655747,0
553017226639704064,0
553018384120422400,0
553019590104453120,0
553022484467834880,0
553023136459804672,0
553024516150927360,0
553027700579762176,0
553028633237794816,0
553057212835180544,0
553062441412603904,0
553072776349626369,0
553076211878871040,0
553078288281636866,0
553079857630834688,0
553080280278249472,0
553081714931552256,0
553206566266994688,0
553208451115909120,0
553208711271837696,0
553209501168316417,0
553228588191715330,0
553267240251195393,0
553358818139070464,0
553359777930027009,0
553360960438562816,0
553399931939991552,0
553400662461931521,0
553401609678360576,0
553402087745150977,0
553402310106157056,0
553402536665706496,0
553403135163498496,0
553403621874749440,0
553404130413121536,0
553404777397112833,0
553405302461046784,0
553632132346556416,0
553692805864771584,0
553698389397753857,0
553698761432518656,0
553943841607524352,0
553944174786260992,0
553944652572028928,0
553946631289466880,0
553948977134329857,0
553981723084484608,0
553983024979644416,0
553983918509023232,0
553984475139305474,0
554018774458716160,0
554020906234703873,0
554029351839088640,0
554038114113437697,0
554044823632482304,0
554069644081131520,0
554112378938597377,0
554125339626971136,0
554125973507956736,0
554126482469974017,0
554126791384637443,0
554128548126932992,0
554129465664475136,0
554132519604338688,0
554133236977135616,0
554136260067864576,0
554136602906071040,0
554137837382012929,0
554138317336231936,0
554145226160238593,0
554145461682966528,0
554155287540936705,0
554156528375463937,0
554156843296391168,0
554157222608273409,0
554159264122826752,0
554163185587331072,0
554414765502496768,0
554415286988709888,0
554672350361571328,0
554672767023730688,0
554672987572809729,0
554674312528269312,0
554704427966140416,0
554849945031688192,0
554853330548051968,0
554855238822133761,0
554855875257446400,0
555019110904778754,0
555019622630825984,0
555020636121497600,0
555021230999617537,0
555022510610477059,0
555030172693315584,0
555099588793999360,0
555103863511187456,0
555144310325137408,0
555146145849016322,0
555151223276331008,0
555151606019133440,0
555152357277724672,0
555152738963566592,0
555153182838358016,0
555154004989054976,0
555154728653299712,0
555155143746805760,0
555155691761963008,0
555156014727569410,0
555156444543082496,0
555156866561363969,0
555158030837231616,0
555158768078426112,0
555159125135351808,0
555166261504512001,0
555167046636277760,0
555167621935415296,0
555169897559638016,0
555194141819539457,0
555196559076655104,0
555197234426703872,0
555197545971191808,0
555199292042776576,0
555199598311276544,0
555199912552710145,0
555200660439052289,0
555200804802793472,0
555201461488218112,0
555201809032445952,0
555202589420425216,0
555203090123862016,0
555203861913567232,0
555204409953878016,0
555207510840201217,0
555209479742955521,0
555210262546874368,0
555211097700306946,0
555211936422711296,0
555212360139681792,0
555212478565871616,0
555220495595876352,0
555220752186609664,0
555221817741160448,0
555243536615235584,0
555380508205793280,0
555380954492334080,0
555382030100619265,0
555386465434083328,0
555443277374046208,0
555443647093538816,0
555450183379468288,0
555451363232972800,0
555452272184799233,0
555502603350855680,0
555503250041233408,0
555504185664630786,0
555534852284370944,0
555535172985036800,0
555535914437312513,0
555536192251232257,0
555536401266008065,0
555558944450412544,0
555811349725331456,0
555811875271614464,0
555812027461947392,0
555812255418183680,0
555813069545160705,0
555813300823289856,0
555813752356864000,0
555814171518844928,0
555814522628235264,0
555825267801726976,0
555825626452459520,0
555826012487819267,0
555826593382137856,0
555826995401990144,0
555827391621111808,0
555829547003027456,0
555831952972840960,0
555875816211353601,0
555882705917722625,0
555882829758726147,0
555888638873976834,0
555904570010779648,0
555906919169142784,0
555907650219569152,0
555908517052170240,0
555908930576990208,0
555914915928899584,0
555916854599102464,0
556169343688388608,0
556169979272237056,0
556170203537477632,0
556171585782947840,0
556171709867245569,0
556205910842830848,0
556228259055009792,0
556280606531653632,0
556348270080176128,0
556348688789159936,0
556349108739649536,0
556349938343620608,0
556350301574561792,0
556350776457830400,0
556351106553745410,0
556351492832362496,0
556351792213397504,0
556352287204196352,0
556352726532382720,0
556517693923143680,0
556833590307065859,0
556837101572874243,0
556962076153757696,0
556962746961375232,0
556963848293339136,0
556965879603142656,0
556966376418459648,0
556966922483290112,0
556971080431046656,0
557021607315517441,0
557024855850098689,0
557025276790439936,0
557028657542496257,0
557030945472000000,0
557031214352052225,0
557031442069196800,0
557032059890180096,0
557036978785361921,0
557043947260743680,0
557044771718320129,0
557253413784678400,0
557256024202022912,0
557256309989318657,0
557256746087882752,0
557265245274529792,0
557271215169998848,0
557272233639309312,0
557274432427671553,0
557288710614822912,0
557289715603619840,0
557290339640541184,0
557290957809664000,0
557291546639626240,0
557293350630739968,0
557294187801214978,0
557295014192361475,0
557353866019090432,0
557359867707396096,0
557361084294631424,0
557362145411600384,0
557363280079900675,0
557363719391297536,0
557364456443760641,0
557365942871552002,0
557379724544974850,0
557401622251184128,0
557409520012365824,0
557623495874859009,0
557678552595046400,0
557717749951397889,0
557720607669092353,0
557723964609667072,0
557999118245588993,0
557999721713631233,0
558000316499517441,0
558001513860046849,0
558063267613253637,0
558065514950701056,0
558065759826743297,0
558067029811675137,0
558067471627063296,0
558068213184208899,0
558071621823774721,0
558072976105807873,0
558094441555439618,0
558378753961635840,0
558697313351516160,0
558697938701254656,0
558702921559572480,0
558703242667106305,0
558704538505736192,0
558774839398244353,0
558778362827505667,0
558803902443683841,0
558845654248611842,0
558870078637084672,0
559106387545182208,0
559106697785257986,0
559107503112613888,0
559223940115992576,0
575174115667017728,0
559225431967006720,0
559227251925848064,0
559231720801595392,0
559362698454921216,0
559365244129009664,0
559368263541350400,0
559407931137871872,0
559408354338959360,0
559408715879567361,0
559409037809164288,0
559409469302382593,0
559413772268236801,0
559414651750866944,0
559417362336600065,0
559417793997586432,0
559418269149298688,0
559418572242296834,0
559421615466098688,0
559422255571415041,0
559423181996695552,0
559423311160283138,0
559424589931888640,0
559444313969795074,0
559462878596857856,0
559469338420580354,0
559472688516055044,0
559527191218626562,0
559559366433456128,0
559590379788730368,0
559753771236872192,0
560134631379308544,0
560135958138339330,0
560210259294183424,0
560210841316773889,0
560229640417984512,0
560284897676632064,0
560290918226345984,0
560291227166179329,0
560293926502813696,0
560295462087847936,0
560296041996496896,0
560298495446233088,0
560298953623609344,0
560299228140810240,0
560299561474727937,0
560299853402476545,0
560300195397640192,0
560304821509443584,0
560305056591798273,0
560306021734707201,0
560306886856044544,0
560307582363910145,0
560307851084578816,0
560308302140026880,0
560308546202394625,0
560309650084478976,0
560311150894534656,0
560311480457764864,0
560311766198910976,0
560312047280197632,0
560312323080851456,0
560312564295299073,0
560312869598658560,0
560313436970549248,0
560313748246634496,0
560314018359808000,0
560314177634324480,0
560314496481120256,0
560315182740545538,0
560316134361022464,0
560316425357635584,0
560317280941129728,0
560318071634550784,0
560318523403030528,0
560318771970076672,0
560318908612096000,0
560319012442083328,0
560466576529309698,0
560933473004060672,0
560933861769887744,0
560934432308494337,0
560980871021608960,0
560981093391020032,0
561016136339185664,0
561019086503542784,0
561019966002974721,0
561166829725712386,0
561167161088311297,0
561168049165070336,0
561168299506270208,0
561331286891966464,0
561378314863255552,0
561378985011998721,0
561384837395656704,0
561385208285384704,0
561385687132295171,0
561406350962331649,0
561407246949556224,0
561407582770712576,0
561407874778157056,0
561552103874002944,0
561552559664410625,0
561552878276313088,0
561553064763457536,0
561559124740427776,0
561559658679111682,0
561701310542512129,0
561701839540719616,0
561702004708241409,0
561703391055716353,0
561703962340904960,0
561704465745465344,0
561709720092696576,0
561710370662785025,0
561710756651991040,0
561711052983779328,0
561711349730783233,0
561712451343753217,0
561713151146602497,0
561716116917977088,0
561747344060715009,0
561936354527817729,0
561936768274952192,0
561937177886486528,0
561937871842447361,0
561938242941882369,0
561955807835594752,0
561975843451580416,0
562049052154400768,0
562053230629117952,0
562053962132488192,0
562247544076394497,0
562247820611055616,0
562248372350754820,0
562248672805531648,0
562249840885645312,0
562250160369963009,0
562250641465036800,0
562251268190507008,0
562251674861846528,0
562257894003851264,0
562274090988224513,0
562274396425822209,0
562333058045464577,0
562335598355025920,0
562336087637360641,0
562336394865934336,0
562336804120977408,0
562340183647866880,0
562353315019644928,0
562358251858055168,0
562394396662824963,0
562419835171119106,0
562423048351928320,0
562424259780173824,0
562424482527055873,0
562662764913905664,0
562663394705027072,0
562663754085588992,0
562666364939141120,0
562666636050587649,0
562708352200114177,0
562716662949236736,0
562719089479925762,0
562719789815455744,0
562727369937780736,0
563014332255305728,0
563015717122244608,0
563016520633421824,0
563151412440207361,0
563159366908387328,0
563159679631519744,0
563159988890107904,0
563168741001662464,0
563173680268591104,0
563174503925039104,0
563359536711340032,0
563360253111070720,0
563360908408553472,0
563361344464764928,0
563361640863657985,0
563362315349667840,0
563362698444804097,0
563363131154378752,0
563363447044198400,0
563363815702552576,0
563367195913101312,0
563367771208040448,0
563368120266416128,0
563368693640355841,0
563368907671875584,0
563369572397350913,0
563369956734029824,0
563373024179544064,0
563373391361499136,0
563396625628790784,0
563399595158671360,0
563454921899380736,0
563459162563031041,0
563460765034618880,0
563461898218135552,0
563462102212280320,0
563463565504282625,0
563464083022704640,0
563464213222273027,0
