id,class
8.76831752497e+17,0
8.76640842869e+17,0
8.77544443121e+17,0
8.75682077337e+17,0
8.77650501865e+17,0
8.7728162099e+17,0
8.77572889788e+17,0
8.77966875862e+17,0
8.7788587457e+17,0
8.7690017156e+17,0
8.77946914243e+17,0
8.77800210244e+17,0
8.77171916071e+17,0
8.77693847774e+17,0
8.76151386794e+17,0
8.77144576737e+17,0
8.77552878885e+17,0
8.76775567869e+17,0
8.7793800268e+17,0
8.77222114965e+17,0
8.7726365302e+17,0
8.77916094295e+17,0
8.77463017252e+17,0
8.77200455298e+17,0
8.77949382826e+17,0
8.74684432091e+17,0
8.77945934298e+17,0
8.77793904867e+17,0
8.77790475088e+17,0
8.77940423528e+17,0
8.77674335746e+17,0
8.768591582e+17,0
8.77860620066e+17,0
8.77274008068e+17,0
8.77202410531e+17,0
8.75135309805e+17,0
8.77953246337e+17,0
8.77954874897e+17,0
8.75989863006e+17,0
8.77610245283e+17,0
8.7779043968e+17,0
8.77963009196e+17,0
8.77943687745e+17,0
8.76268329644e+17,0
8.77648625023e+17,2
8.75155206807e+17,2
8.7763652446e+17,0
8.75183702368e+17,0
8.77917172295e+17,0
8.77919021488e+17,0
8.75879887785e+17,0
8.75679723464e+17,0
8.77893323826e+17,0
8.76151256641e+17,0
8.7655506885e+17,2
8.77902496186e+17,0
8.77940445074e+17,0
8.77182428519e+17,0
8.7795996729e+17,0
8.77907445641e+17,2
8.77880132933e+17,2
8.77921299662e+17,0
8.7610066599e+17,0
8.77684460498e+17,0
8.77891542581e+17,0
8.76680808257e+17,0
8.77275959556e+17,0
8.77791215861e+17,0
8.77924420496e+17,0
8.77897888265e+17,0
8.7660135989e+17,0
8.77936090984e+17,0
8.75834670713e+17,0
8.76781226942e+17,0
8.77929612823e+17,0
8.7796408004e+17,0
8.76684831866e+17,0
8.77261833493e+17,0
8.7792663649e+17,0
8.75830672732e+17,0
8.75861264668e+17,0
8.77790410877e+17,0
8.77918099278e+17,0
8.77897737513e+17,0
8.77947701794e+17,0
8.77943189466e+17,0
8.77665922379e+17,0
8.76932890932e+17,0
8.77933727229e+17,0
8.77926843307e+17,0
8.77791093915e+17,0
8.77122312097e+17,0
8.77939425598e+17,0
8.76613839722e+17,0
8.7791243565e+17,0
8.77961282024e+17,0
8.77935588473e+17,0
8.77564744714e+17,0
8.77890573084e+17,0
8.74806435699e+17,0
8.76779403237e+17,0
8.75343452842e+17,0
8.77640243146e+17,0
8.77754722891e+17,0
8.77586596061e+17,0
8.77899491604e+17,0
8.77902977675e+17,0
8.77944358624e+17,0
8.74714584401e+17,0
8.75758922317e+17,0
8.77917133724e+17,0
8.76866512195e+17,0
8.77888027561e+17,0
8.77791136941e+17,0
8.77688716856e+17,0
8.77953115865e+17,0
8.77584403425e+17,0
8.77264675624e+17,0
8.77912451643e+17,0
8.77809659537e+17,0
8.75001277377e+17,0
8.77560439106e+17,0
8.77908134106e+17,0
8.77894950067e+17,2
8.76819659618e+17,0
8.76794685654e+17,0
8.76169601809e+17,0
8.77328305934e+17,0
8.74883147255e+17,0
8.77941913617e+17,0
8.77954171051e+17,0
8.77937694307e+17,0
8.77680319189e+17,2
8.7716516728e+17,0
8.74882314849e+17,2
8.74816591393e+17,0
8.75461451347e+17,0
8.77905204905e+17,0
8.77790820589e+17,0
8.76425502487e+17,0
8.77831365106e+17,0
8.77899747629e+17,0
8.77915144034e+17,0
8.77901753379e+17,0
8.7664602609e+17,0
8.77944482545e+17,0
8.77230403786e+17,0
8.77614242308e+17,0
8.77233967854e+17,0
8.77880383035e+17,0
8.76595594378e+17,0
8.76151495221e+17,0
8.77908960892e+17,0
8.77935585147e+17,0
8.77094645247e+17,0
8.77612707121e+17,0
8.77811764347e+17,0
8.77939379226e+17,0
8.77895586745e+17,0
8.75512327353e+17,0
8.74811011228e+17,0
8.77960395013e+17,0
8.77799506045e+17,0
8.7514374096e+17,0
8.77419480423e+17,0
8.76683409661e+17,0
8.76114029366e+17,0
8.74678592974e+17,0
8.75003268598e+17,0
8.76778520517e+17,0
8.74655642132e+17,0
8.77958606494e+17,0
8.77962208147e+17,0
8.77943697736e+17,0
8.76897705742e+17,0
8.77259018179e+17,0
8.77949776901e+17,0
8.77884882617e+17,0
8.76804189263e+17,0
8.76796019652e+17,0
8.77579887095e+17,0
8.77885018722e+17,0
8.77965787709e+17,0
8.75130085925e+17,0
8.77881549102e+17,0
8.77906133507e+17,0
8.77889271969e+17,0
8.75500188437e+17,0
8.77189555287e+17,0
8.77639946441e+17,0
8.76687976675e+17,0
8.76656693589e+17,0
8.7678281173e+17,0
8.75862259469e+17,0
8.76830918526e+17,0
8.77181142856e+17,0
8.77921915255e+17,0
8.775602586e+17,0
8.77583948754e+17,0
8.77916434508e+17,0
8.75270707764e+17,0
8.75089609658e+17,0
8.76136744219e+17,0
8.77897500694e+17,0
8.76782576593e+17,0
8.77560123409e+17,0
8.75812341791e+17,0
