ds,,count,hate_speech,offensive_language,neither,class,tweet,id
td,16377,0,0,0,0,2,Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy
td,19680,0,0,0,0,2,RT @Scottt3130: Y'all bitches is fake as shit.
td,20152,0,0,0,0,2,RT @TheOnlyReed: I know ya friends tellin u leave me for good but fuck them hating ass hoes babe
td,22024,0,0,0,0,2,"RT @lnfIicted: im not ""shy"" or ""quiet"" im just chilling bitch"
td,21499,0,0,0,0,2,RT @gferguson8: @MSoltan18 @WBDyllon_ @KoredeB9 Messi is trash
td,8866,0,0,0,0,2,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address
td,21433,0,0,0,0,2,RT @erinfbaaby: &#8220;@2chainzz2pumps: Girl ugly denna hoe &#128532;&#8221; what's this then :/ http://t.co/YbXiFwTugu
td,7497,0,0,0,0,2,@TrippinC @nuteIla &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.
td,9347,0,0,0,0,2,@rasheedibrahim_ once it gets cold yall gonna be trash again lol
td,23251,0,0,0,0,2,Shoot dice let yo hoe fade me
td,18136,0,0,0,0,2,RT @ItsPoochFlair: That bitch ugly RT @Titsandlickher: Daughter. http://t.co/lboZMlfbOX
td,11807,0,0,0,0,0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"
td,7526,0,0,0,0,2,@TylerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
td,21665,0,0,0,0,2,RT @i__pooteD: There's pussy makeup?
td,4359,0,0,0,0,2,&#8220;@snoleezey801: @uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;
td,13056,0,0,0,0,2,I just wanna fuck bad bitches
td,21609,0,0,0,0,2,RT @iDntWearCondoms: I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.
td,21067,0,0,0,0,2,RT @babyyhogg: Ayy fag  you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;
td,8229,0,0,0,0,2,@creepgoddess oh? He still talking to other bitches I bet. NONE of my biz tho
td,18297,0,0,0,0,2,RT @JoeBudden: U famous niggas ruined the game by jacking up the price on the pussy. - Michael Paul Budden.
td,25773,0,0,0,0,2,You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O
td,12589,0,0,0,0,2,I can't stand a snobby stuck up bitch
td,19264,0,0,0,0,2,RT @On1y_Jr: Today the day bitches let's turn tf' up ! &#128540;&#128520;&#128123;&#127867;&#128138;&#127881;&#127882; @hiagokoury @ZayZillaaa @Thompson_Era @_joshuahall_ @Blakeanthony98 http://t&#8230;
td,18374,0,0,0,0,2,RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down  wanna see me fall
