2,feature_vocab_ngram,abort
9,feature_vocab_ngram,abus women
52,feature_vocab_ngram,aisha
56,feature_vocab_ngram,allah
68,feature_vocab_ngram,america
69,feature_vocab_ngram,american
104,feature_vocab_ngram,anti semit
121,feature_vocab_ngram,appear
134,feature_vocab_ngram,arab
151,feature_vocab_ngram,asia n
158,feature_vocab_ngram,asshol
220,feature_vocab_ngram,bcz
244,feature_vocab_ngram,behead
245,feature_vocab_ngram,behead gay
267,feature_vocab_ngram,bigot sexist
270,feature_vocab_ngram,bimbo
274,feature_vocab_ngram,bitch
299,feature_vocab_ngram,blond
309,feature_vocab_ngram,blumenth
375,feature_vocab_ngram,call sexist
382,feature_vocab_ngram,camel
413,feature_vocab_ngram,card
454,feature_vocab_ngram,chick
457,feature_vocab_ngram,child
460,feature_vocab_ngram,choic
461,feature_vocab_ngram,choke
463,feature_vocab_ngram,chopper
465,feature_vocab_ngram,christian
472,feature_vocab_ngram,citizen
563,feature_vocab_ngram,contribut
566,feature_vocab_ngram,convert
576,feature_vocab_ngram,coon
594,feature_vocab_ngram,cover
605,feature_vocab_ngram,crazi eye
616,feature_vocab_ngram,crimin
621,feature_vocab_ngram,crusad
622,feature_vocab_ngram,cult
624,feature_vocab_ngram,cunt
627,feature_vocab_ngram,cup
667,feature_vocab_ngram,declar
679,feature_vocab_ngram,degre
684,feature_vocab_ngram,delusion
813,feature_vocab_ngram,dumb
821,feature_vocab_ngram,e r
823,feature_vocab_ngram,e rae
824,feature_vocab_ngram,e rae l
857,feature_vocab_ngram,em
876,feature_vocab_ngram,enemi
883,feature_vocab_ngram,enslav
897,feature_vocab_ngram,erol
904,feature_vocab_ngram,etc
913,feature_vocab_ngram,even get
939,feature_vocab_ngram,exactli
951,feature_vocab_ngram,explain whi
952,feature_vocab_ngram,expos
955,feature_vocab_ngram,extermin
957,feature_vocab_ngram,extrem
958,feature_vocab_ngram,extremist
960,feature_vocab_ngram,ezidi
962,feature_vocab_ngram,face
973,feature_vocab_ngram,fake
978,feature_vocab_ngram,famou
993,feature_vocab_ngram,fe
994,feature_vocab_ngram,fe mi
995,feature_vocab_ngram,fe mi nazi
1005,feature_vocab_ngram,fem
1006,feature_vocab_ngram,femal
1011,feature_vocab_ngram,femin
1013,feature_vocab_ngram,feminazi
1019,feature_vocab_ngram,feminist
1066,feature_vocab_ngram,form en
1101,feature_vocab_ngram,furthermor
1108,feature_vocab_ngram,gamer
1109,feature_vocab_ngram,gamer gate
1112,feature_vocab_ngram,gap
1117,feature_vocab_ngram,gay
1142,feature_vocab_ngram,girl
1181,feature_vocab_ngram,good night
1202,feature_vocab_ngram,gt
1229,feature_vocab_ngram,hama
1253,feature_vocab_ngram,hatr
1256,feature_vocab_ngram,head
1300,feature_vocab_ngram,honor
1311,feature_vocab_ngram,hot
1328,feature_vocab_ngram,human right
1341,feature_vocab_ngram,hypocrisi
1349,feature_vocab_ngram,ideaolog
1359,feature_vocab_ngram,im
1368,feature_vocab_ngram,im sexist
1388,feature_vocab_ngram,imagin
1393,feature_vocab_ngram,imperi
1394,feature_vocab_ngram,imperialist
1405,feature_vocab_ngram,indian
1408,feature_vocab_ngram,inequ
1412,feature_vocab_ngram,inhuman
1454,feature_vocab_ngram,isi
1458,feature_vocab_ngram,isl
1459,feature_vocab_ngram,islam
1469,feature_vocab_ngram,islamist
1470,feature_vocab_ngram,islamofascist
1471,feature_vocab_ngram,islamolunat
1472,feature_vocab_ngram,islamophobia
1474,feature_vocab_ngram,isra
1475,feature_vocab_ngram,israel
1486,feature_vocab_ngram,j e
1487,feature_vocab_ngram,j e r
1489,feature_vocab_ngram,jail
1496,feature_vocab_ngram,jew
1501,feature_vocab_ngram,jihad
1502,feature_vocab_ngram,jihadi
1515,feature_vocab_ngram,kat
1516,feature_vocab_ngram,kat andr
1526,feature_vocab_ngram,kat nasti
1530,feature_vocab_ngram,kati
1571,feature_vocab_ngram,l e
1572,feature_vocab_ngram,l e rae
1608,feature_vocab_ngram,legal
1609,feature_vocab_ngram,legal right
1627,feature_vocab_ngram,liar
1633,feature_vocab_ngram,lie
1641,feature_vocab_ngram,like islam
1677,feature_vocab_ngram,look thi
1699,feature_vocab_ngram,madrassa
1721,feature_vocab_ngram,man
1759,feature_vocab_ngram,meat
1762,feature_vocab_ngram,medina
1765,feature_vocab_ngram,member
1767,feature_vocab_ngram,men
1778,feature_vocab_ngram,mi
1779,feature_vocab_ngram,mi nazi
1789,feature_vocab_ngram,million
1794,feature_vocab_ngram,minor
1803,feature_vocab_ngram,mk
1804,feature_vocab_ngram,mk r
1825,feature_vocab_ngram,model
1829,feature_vocab_ngram,moham
1846,feature_vocab_ngram,mosqu
1865,feature_vocab_ngram,murder
1870,feature_vocab_ngram,muslim
1892,feature_vocab_ngram,natur
1893,feature_vocab_ngram,nazi
1910,feature_vocab_ngram,neo nazi
1926,feature_vocab_ngram,nikki
1938,feature_vocab_ngram,nose
1952,feature_vocab_ngram,ob
1954,feature_vocab_ngram,object
2021,feature_vocab_ngram,outlaw
2033,feature_vocab_ngram,pakistani
2035,feature_vocab_ngram,palestin
2036,feature_vocab_ngram,palestinian
2044,feature_vocab_ngram,pari
2062,feature_vocab_ngram,pedophil
2079,feature_vocab_ngram,perhap
2082,feature_vocab_ngram,persecut
2090,feature_vocab_ngram,phoni
2092,feature_vocab_ngram,photoshop
2101,feature_vocab_ngram,pig
2145,feature_vocab_ngram,pr
2146,feature_vocab_ngram,practic
2159,feature_vocab_ngram,pretti mk
2160,feature_vocab_ngram,pretti mk r
2178,feature_vocab_ngram,produc
2190,feature_vocab_ngram,propaganda
2193,feature_vocab_ngram,prophet
2202,feature_vocab_ngram,proven
2209,feature_vocab_ngram,punish
2213,feature_vocab_ngram,pussi
2221,feature_vocab_ngram,question form
2222,feature_vocab_ngram,question form en
2228,feature_vocab_ngram,quran
2253,feature_vocab_ngram,r u l
2256,feature_vocab_ngram,racism
2257,feature_vocab_ngram,racist
2261,feature_vocab_ngram,radio
2272,feature_vocab_ngram,rape
2332,feature_vocab_ngram,religi
2333,feature_vocab_ngram,religion
2334,feature_vocab_ngram,remain
2338,feature_vocab_ngram,repeat
2367,feature_vocab_ngram,ride
2372,feature_vocab_ngram,right
2375,feature_vocab_ngram,ring
2385,feature_vocab_ngram,rocket
2420,feature_vocab_ngram,salon
2480,feature_vocab_ngram,semit
2496,feature_vocab_ngram,sexist
2546,feature_vocab_ngram,shia
2589,feature_vocab_ngram,skank
2595,feature_vocab_ngram,slaughter
2596,feature_vocab_ngram,slave
2599,feature_vocab_ngram,slaveri
2624,feature_vocab_ngram,soldier
2658,feature_vocab_ngram,speech
2667,feature_vocab_ngram,sport
2743,feature_vocab_ngram,sunnah
2747,feature_vocab_ngram,superstit
2775,feature_vocab_ngram,taliban
2789,feature_vocab_ngram,teach
2813,feature_vocab_ngram,terror
2815,feature_vocab_ngram,terrorist
2897,feature_vocab_ngram,tight
2898,feature_vocab_ngram,tikrit
2907,feature_vocab_ngram,tini
2910,feature_vocab_ngram,tl
2958,feature_vocab_ngram,truth
2978,feature_vocab_ngram,u
2980,feature_vocab_ngram,u l e
2997,feature_vocab_ngram,unequ
3025,feature_vocab_ngram,vagina
3029,feature_vocab_ngram,vers
3046,feature_vocab_ngram,virtual
3055,feature_vocab_ngram,w
3079,feature_vocab_ngram,want slap
3082,feature_vocab_ngram,war human
3134,feature_vocab_ngram,white peopl
3137,feature_vocab_ngram,whore
3156,feature_vocab_ngram,woman
3158,feature_vocab_ngram,women
3165,feature_vocab_ngram,women get
3184,feature_vocab_ngram,world
3185,feature_vocab_ngram,worn
3221,feature_vocab_ngram,year
3222,feature_vocab_ngram,year ago
3253,feature_vocab_ngram,zero
3254,feature_vocab_ngram,zone
3255,feature_vocab_ngram_pos,CC
3358,feature_vocab_ngram_pos,CC VB JJR
3497,feature_vocab_ngram_pos,DT NN
3523,feature_vocab_ngram_pos,DT NNS CC
3552,feature_vocab_ngram_pos,DT RB DT
3586,feature_vocab_ngram_pos,DT VBP IN
3609,feature_vocab_ngram_pos,EX DT
3621,feature_vocab_ngram_pos,EX VBZ
3701,feature_vocab_ngram_pos,IN NN
3832,feature_vocab_ngram_pos,JJ CC
3931,feature_vocab_ngram_pos,JJ NNS WDT
4043,feature_vocab_ngram_pos,JJR JJ
4265,feature_vocab_ngram_pos,NN RB
4340,feature_vocab_ngram_pos,NN VBG PDT
4405,feature_vocab_ngram_pos,NN WDT VBP
4429,feature_vocab_ngram_pos,NNS CC
4430,feature_vocab_ngram_pos,NNS CC DT
4431,feature_vocab_ngram_pos,NNS CC IN
4484,feature_vocab_ngram_pos,NNS MD CC
4564,feature_vocab_ngram_pos,NNS VBD TO
4630,feature_vocab_ngram_pos,PDT
4634,feature_vocab_ngram_pos,PDT DT NNS
4694,feature_vocab_ngram_pos,PRP NN PRP
4748,feature_vocab_ngram_pos,PRP RP DT
4773,feature_vocab_ngram_pos,PRP VBD CC
4789,feature_vocab_ngram_pos,PRP VBD WRB
4828,feature_vocab_ngram_pos,PRP VBZ DT
4968,feature_vocab_ngram_pos,RB RBR IN
4974,feature_vocab_ngram_pos,RB TO NN
5050,feature_vocab_ngram_pos,RB VBP VBG
5079,feature_vocab_ngram_pos,RB WRB VBP
5107,feature_vocab_ngram_pos,RP CC
5159,feature_vocab_ngram_pos,TO NN JJ
5167,feature_vocab_ngram_pos,TO PRP IN
5321,feature_vocab_ngram_pos,VB PRP VBD
5422,feature_vocab_ngram_pos,VBD CD NN
5477,feature_vocab_ngram_pos,VBD NNS VBP
5654,feature_vocab_ngram_pos,VBG TO NN
5783,feature_vocab_ngram_pos,VBN VBN NNS
5817,feature_vocab_ngram_pos,VBP EX
5889,feature_vocab_ngram_pos,VBP PRP
5958,feature_vocab_ngram_pos,VBP VBG PRP
6114,feature_vocab_ngram_pos,VBZ RP DT
6158,feature_vocab_ngram_pos,VBZ VBP PRP
6188,feature_vocab_ngram_pos,WDT NNS
6206,feature_vocab_ngram_pos,WDT VBP IN
6230,feature_vocab_ngram_pos,WP DT NN
6335,feature_vocab_ngram_pos,WRB PRP MD
6367,feature_vocab_td_other,num_syllables
6373,feature_vocab_td_other,vader compound
