2,feature_vocab_ngram,abort
8,feature_vocab_ngram,abus women
50,feature_vocab_ngram,allah
69,feature_vocab_ngram,andr
139,feature_vocab_ngram,asshol
147,feature_vocab_ngram,attract
160,feature_vocab_ngram,b
210,feature_vocab_ngram,behead
222,feature_vocab_ngram,bias
227,feature_vocab_ngram,bigotri
229,feature_vocab_ngram,bimbo
233,feature_vocab_ngram,bitch
246,feature_vocab_ngram,blond
251,feature_vocab_ngram,blood
256,feature_vocab_ngram,blumenth
285,feature_vocab_ngram,broken
311,feature_vocab_ngram,call sexist
383,feature_vocab_ngram,child
385,feature_vocab_ngram,children
409,feature_vocab_ngram,close
414,feature_vocab_ngram,co
417,feature_vocab_ngram,cock
483,feature_vocab_ngram,cop
507,feature_vocab_ngram,crazi eye
516,feature_vocab_ngram,crimin
522,feature_vocab_ngram,cult
524,feature_vocab_ngram,cunt
527,feature_vocab_ngram,cup
533,feature_vocab_ngram,daesh
534,feature_vocab_ngram,daili
539,feature_vocab_ngram,daughter
557,feature_vocab_ngram,declar
573,feature_vocab_ngram,delusion
589,feature_vocab_ngram,destruct
651,feature_vocab_ngram,dont give
676,feature_vocab_ngram,drink
681,feature_vocab_ngram,drug
686,feature_vocab_ngram,dumb
704,feature_vocab_ngram,econom
718,feature_vocab_ngram,elect
740,feature_vocab_ngram,engin
744,feature_vocab_ngram,enslav
750,feature_vocab_ngram,equal
759,feature_vocab_ngram,etc
782,feature_vocab_ngram,everywher
787,feature_vocab_ngram,exactli
801,feature_vocab_ngram,expos
804,feature_vocab_ngram,extermin
809,feature_vocab_ngram,extremist
822,feature_vocab_ngram,fake
837,feature_vocab_ngram,fear
847,feature_vocab_ngram,fem
850,feature_vocab_ngram,femal
854,feature_vocab_ngram,femin
855,feature_vocab_ngram,feminist
866,feature_vocab_ngram,filth
867,feature_vocab_ngram,filthi
882,feature_vocab_ngram,flee
904,feature_vocab_ngram,form
905,feature_vocab_ngram,form en
921,feature_vocab_ngram,freedom
950,feature_vocab_ngram,gap
955,feature_vocab_ngram,gay
972,feature_vocab_ngram,girl
976,feature_vocab_ngram,girl think
1048,feature_vocab_ngram,hama
1071,feature_vocab_ngram,head
1100,feature_vocab_ngram,hoe
1110,feature_vocab_ngram,honor
1139,feature_vocab_ngram,hundr
1143,feature_vocab_ngram,husband
1154,feature_vocab_ngram,idiot
1162,feature_vocab_ngram,im
1168,feature_vocab_ngram,im sexist
1194,feature_vocab_ngram,imperi
1200,feature_vocab_ngram,incit
1242,feature_vocab_ngram,isi
1248,feature_vocab_ngram,islam
1251,feature_vocab_ngram,islam ha
1254,feature_vocab_ngram,islam state
1259,feature_vocab_ngram,islamist
1260,feature_vocab_ngram,islamofascist
1261,feature_vocab_ngram,islamolunat
1262,feature_vocab_ngram,islamophobia
1264,feature_vocab_ngram,isra
1281,feature_vocab_ngram,jew
1286,feature_vocab_ngram,jihad
1287,feature_vocab_ngram,jihadi
1302,feature_vocab_ngram,kat
1311,feature_vocab_ngram,kat ha
1320,feature_vocab_ngram,kati
1327,feature_vocab_ngram,khybar
1361,feature_vocab_ngram,laid
1389,feature_vocab_ngram,legal
1390,feature_vocab_ngram,legal right
1405,feature_vocab_ngram,liar
1409,feature_vocab_ngram,lie
1421,feature_vocab_ngram,like say
1470,feature_vocab_ngram,madrassa
1531,feature_vocab_ngram,meme
1533,feature_vocab_ngram,men
1551,feature_vocab_ngram,million
1585,feature_vocab_ngram,model
1586,feature_vocab_ngram,moder
1588,feature_vocab_ngram,moham
1603,feature_vocab_ngram,mosqu
1618,feature_vocab_ngram,murder
1623,feature_vocab_ngram,muslim
1632,feature_vocab_ngram,muslim women
1701,feature_vocab_ngram,object
1767,feature_vocab_ngram,pakistan
1771,feature_vocab_ngram,palestinian
1777,feature_vocab_ngram,pari
1786,feature_vocab_ngram,pay
1787,feature_vocab_ngram,pc
1789,feature_vocab_ngram,pedophil
1859,feature_vocab_ngram,porn
1865,feature_vocab_ngram,potenti
1911,feature_vocab_ngram,properti
1912,feature_vocab_ngram,prophet
1916,feature_vocab_ngram,propos
1920,feature_vocab_ngram,prove
1933,feature_vocab_ngram,pussi
1939,feature_vocab_ngram,question form
1940,feature_vocab_ngram,question form en
1944,feature_vocab_ngram,quran
1949,feature_vocab_ngram,r
1986,feature_vocab_ngram,rape
1993,feature_vocab_ngram,rat
2020,feature_vocab_ngram,red
2034,feature_vocab_ngram,religi
2035,feature_vocab_ngram,religion
2071,feature_vocab_ngram,right
2113,feature_vocab_ngram,salon
2124,feature_vocab_ngram,saudi
2129,feature_vocab_ngram,saw
2137,feature_vocab_ngram,say women
2147,feature_vocab_ngram,screech
2151,feature_vocab_ngram,scum
2170,feature_vocab_ngram,sell
2191,feature_vocab_ngram,sexist
2230,feature_vocab_ngram,shia
2231,feature_vocab_ngram,shia militia
2275,feature_vocab_ngram,slave
2278,feature_vocab_ngram,slaveri
2283,feature_vocab_ngram,slut
2288,feature_vocab_ngram,smile
2326,feature_vocab_ngram,specif
2355,feature_vocab_ngram,steal
2384,feature_vocab_ngram,studi
2399,feature_vocab_ngram,superior
2407,feature_vocab_ngram,swallow
2432,feature_vocab_ngram,tan
2438,feature_vocab_ngram,tart
2445,feature_vocab_ngram,tbh
2448,feature_vocab_ngram,teach
2472,feature_vocab_ngram,terrorist
2509,feature_vocab_ngram,thigh
2513,feature_vocab_ngram,think
2523,feature_vocab_ngram,third class
2530,feature_vocab_ngram,thousand
2538,feature_vocab_ngram,thug
2615,feature_vocab_ngram,umar
2636,feature_vocab_ngram,vagina
2640,feature_vocab_ngram,vers
2667,feature_vocab_ngram,w
2674,feature_vocab_ngram,wage
2684,feature_vocab_ngram,war
2720,feature_vocab_ngram,western
2734,feature_vocab_ngram,whine
2753,feature_vocab_ngram,woman
2755,feature_vocab_ngram,women
2767,feature_vocab_ngram,women get
2817,feature_vocab_ngram,year ago
2831,feature_vocab_ngram,youll
2843,feature_vocab_ngram,zero
2850,feature_vocab_td_other,num_terms
2956,feature_vocab_chase_hashtag,#voguecafe
3038,feature_vocab_chase_hashtag,#wishfulthinking
3096,feature_vocab_chase_hashtag,#ybs
3239,feature_vocab_chase_hashtag,#lifefacts
3385,feature_vocab_chase_hashtag,#choice
3483,feature_vocab_pos_2skip_bigram,"('in', 'prp')"
3527,feature_vocab_pos_2skip_bigram,"('jjr', 'jjr')"
3530,feature_vocab_pos_2skip_bigram,"('jjr', 'prp')"
3571,feature_vocab_pos_2skip_bigram,"('nn', 'prp')"
3594,feature_vocab_pos_2skip_bigram,"('pdt', 'nn')"
3671,feature_vocab_pos_2skip_bigram,"('rp', 'nn')"
3691,feature_vocab_pos_2skip_bigram,"('to', 'jjr')"
3712,feature_vocab_pos_2skip_bigram,"('uh', 'prp')"
3720,feature_vocab_pos_2skip_bigram,"('vb', 'dt')"
3722,feature_vocab_pos_2skip_bigram,"('vb', 'in')"
3725,feature_vocab_pos_2skip_bigram,"('vb', 'md')"
3728,feature_vocab_pos_2skip_bigram,"('vb', 'prp')"
3763,feature_vocab_pos_2skip_bigram,"('vbd', 'wdt')"
3793,feature_vocab_pos_2skip_bigram,"('vbn', 'in')"
3844,feature_vocab_pos_2skip_bigram,"('vbz', 'md')"
4007,feature_vocab_pos_2skip_trigram,"('cc', 'nn', 'dt')"
4140,feature_vocab_pos_2skip_trigram,"('cc', 'vbn', 'vbz')"
4177,feature_vocab_pos_2skip_trigram,"('cc', 'vbz', 'wp')"
4195,feature_vocab_pos_2skip_trigram,"('cc', 'wrb', 'md')"
4258,feature_vocab_pos_2skip_trigram,"('cd', 'prp', 'vbp')"
